,TTF0,TTF1,TTF2,TTF3,TTF4
266,269134.36523792724,305394.09386384516,268468.0377601711,172942.648687565,218645.83539830218
267,110649.6989017044,179166.50933085955,281527.38664985716,381631.08543799794,312213.5848341872
268,258611.84062266932,201315.4322427217,198895.51327040346,309231.63384049834,334095.86865292117
269,190534.2781291671,194705.69497689646,219125.60385393965,370459.64466328954,284548.48244963185
270,205676.26422617526,156199.02729149794,249657.7376090067,296071.3389510424,196782.75703582726
271,144826.87732745346,268638.5827091945,275036.4129954258,248061.50925857588,274953.5561903095
272,194828.32016482903,419367.964490814,193974.15358030665,270234.93413873296,265001.7659680351
273,151047.4093162813,253546.98805595984,252596.77506899176,228244.97230762435,376568.3700901676
274,166276.2111390867,267290.52265503857,310315.6269490225,432333.9006923133,248958.12746256214
275,279357.066177893,228386.950883983,457761.6998808266,292575.38551353256,336553.0667691946
276,338543.66142735526,151199.74989512027,464531.9844732066,350938.2923629604,277573.2424218506
277,221836.48993342157,145017.82808312273,346271.89872131945,173628.86058348903,389641.44637231337
278,132691.9058183532,225655.42157302212,374183.17972025473,305849.79061560717,357780.33932943013
279,221505.3477716101,242912.65062323326,181263.42809441342,250198.26886198542,368858.21535586746
280,203848.39330395724,173941.26949228722,289708.4905352042,457633.22603104624,343649.7969752492
281,74126.65223760986,226486.9212665263,338142.5609782874,287066.6951798793,249873.53212993563
282,333373.7624324223,164045.57169306895,237124.4203685568,287329.2933142391,302893.7953586998
283,121077.3144966842,298844.837036695,192840.41651037266,357718.085198235,471157.9997837922
284,284342.30303052254,251400.36628954147,322256.54329791025,350613.8941656778,269204.564281218
285,176201.70916452692,172628.7521392725,331005.51493153186,314527.4336560982,313821.2151920162
286,232979.42858607502,241658.7178591928,295846.6399853451,287881.793522842,405718.06719868555
287,226518.19486502497,240804.2000391391,213672.92468378853,227565.3011411886,371672.7323752004
288,249290.3586997214,342208.2863368701,155706.23885255092,317552.59304781083,274650.15883631585
289,143475.292737087,441420.396099874,187095.12892864994,324889.2645029481,364875.3600044991
290,142076.46153760678,219840.52609902638,297325.8081768544,242776.87376025377,222179.08383983173
291,350960.39018928463,277189.722174274,201007.33254425257,285055.7063755888,409437.80465046474
292,229137.69654621417,374866.10226287355,384628.4521011496,175262.7416878728,307766.01842496404
293,186137.0213676761,264270.0147129084,324284.8696341753,217881.57040932588,299391.217727853
294,244724.66849561397,189668.47396269438,237493.2649107044,265209.2286043331,541507.1986318657
295,204869.06064392734,246951.97059031087,293082.8740837041,279467.7313385138,222009.04323765144
296,144031.9023563192,221416.35523923356,268423.099618238,156749.30305569898,300010.5793515796
297,239834.94977951728,425836.1743795569,228990.14078014478,215307.8630602207,348782.57676461246
298,107842.72325537633,134303.13008380632,511297.88559409167,200288.4001036715,341836.38910195284
299,233713.16211740594,257929.28732747282,388219.8497314199,228272.86924739415,287629.87548864284
300,278843.51941950945,112768.40192387508,423884.2235337657,195556.64285157336,335059.9515424897
301,343413.0124257773,358842.375727785,291356.6849107335,302189.2041845241,231355.1913769299
