,FFT0,FFT1
144,190606.77377421537,152987.9952152071
145,84658.27300943597,200430.95983999828
146,136003.72554158707,160814.5451895494
147,293371.5691197403,37673.130246686815
148,37728.03133901094,128463.07541850914
149,90846.5632103223,130126.03001383592
150,47857.81963462423,151692.0512896942
151,307586.954809913,76831.61455321733
152,155816.05436094053,210890.72427139475
153,104234.46183691772,120867.82562435206
154,172200.06723257524,98271.78705679161
155,248824.5107730835,167996.62576991
156,50496.40585277895,20696.464149576026
157,157667.30305714495,129830.54113339382
158,122991.55146144328,92266.13411192523
159,216117.9481520428,46055.316466197
160,141535.39274477848,75972.22626665134
161,174886.69476355764,208461.8117697581
162,283218.7908922591,51527.86104952936
163,226815.9080842785,227545.93864005225
164,115228.5188666991,299383.6891522245
165,179563.86612834607,144990.06198138604
166,44610.16809272099,129039.11497731564
167,102190.84754473528,36027.37782772792
168,91263.79241892013,134152.04931718553
169,120144.99796180794,130771.59893454771
170,261319.1679476801,224010.77089944886
171,152283.09708626175,68608.00724613326
172,285568.25132290495,111749.18591885347
173,120591.0777443735,81687.13019610476
174,248632.59075440097,14102.386958352741
175,58356.79480998413,115405.46276942972
176,88954.9387603903,133961.84203036784
177,175771.44091978107,37897.86150540773
178,118893.866145567,117801.05059372348
179,102648.86357004673,208743.11541033405
180,274836.1890546868,231398.37109593433
181,142182.2883793856,50882.79221646851
182,99965.53948544271,131347.89131980768
183,57724.92580728828,18108.330313316044
184,122468.82403313545,175232.34305782212
185,111673.9625710644,78361.93351613337
186,166692.50645559235,85186.76375745793
187,127058.02431252856,184656.6259567939
188,140940.36833152556,111137.26181173601
189,140067.7034874504,288827.8696567308
190,255167.9695917826,95670.63184744905
191,143147.12269434737,221831.9534308211
192,229387.74639343956,152218.40921334445
193,76642.19913283265,99193.40326676401
194,116358.60930448522,102480.02934470809
195,111738.74622603119,81372.63345494917
196,121882.22919890887,112419.58300743261
197,47604.486113078856,155295.2267326596
198,125377.0082448,88384.00701140253
199,157403.61125719117,206857.5079509985
200,291496.3578586274,153968.35260300656
201,128386.35877476021,210808.77958472955
202,227286.73378836326,269143.55120385316
203,94838.57037739403,35839.6437720643
204,145849.47849220605,167674.76183577927
205,270748.19498648116,99454.75715838002
206,123430.68173818993,120486.57796102375
207,81960.3297250739,88363.22668640998
208,142482.7728257924,102431.27959788856
209,89350.44923625987,160446.3257027366
210,107335.55467578281,111897.04106804199
211,98460.820136296,45719.43527751651
212,99563.34409155045,78134.15391329268
213,64499.766502760016,64090.43415376667
214,208859.63579311196,170697.52196155762
215,53688.94599407684,136866.51528449747
216,52736.668145291194,30361.08108381376
217,71816.16566135002,205031.95983684147
218,121998.78797103329,97134.92790470982
219,109960.28632423325,166807.79692109695
220,31701.567052139922,200581.12217625132
221,134517.82803562668,79140.39257956068
222,37447.00126617211,105716.13971784644
223,80820.12281631626,109852.54191797122
224,162016.43649260185,98037.61570239204
225,165256.78811110227,63504.01415348148
226,157266.7881647219,54724.53221523378
227,255595.66229677442,105891.38934269814
228,164942.78701989827,93749.06479701793
229,88251.09223235823,95116.15717044169
230,133904.97711624196,63426.35843075592
231,169495.89500418384,192867.36482754178
232,47012.88751025111,50989.40740252884
233,219553.18021600388,95320.977839206
234,156125.61271511661,91146.15813698526
235,127167.02336710639,177629.56145058127
236,167419.1633006217,62314.38147216917
237,66590.40355905186,82785.0253056942
238,70695.21086271665,171589.01682191182
239,186703.92629953285,100660.57693113145
240,163055.04216685545,184737.04257214704
241,73942.1526585398,131251.36920580533
242,49558.459629779725,220117.88968290627
243,229610.66616042526,160047.64322476982
244,75695.98140422448,308018.56100309995
245,273084.62800799985,93593.13141663517
246,108949.67915205384,168048.00713885803
247,131702.51397197353,35532.04647689033
248,167818.6005998528,148090.34325076226
249,143661.98482901594,34277.7815822942
250,206782.0392696246,59023.99705850376
251,225340.98850192816,86493.49316904672
252,181699.18843435295,297690.27103873726
253,110852.52420065645,216803.6638441539
254,174296.76197978595,70621.45467151304
255,64241.35563577673,90442.90411281487
256,342264.52863381966,93409.00752007023
257,66816.25615481238,190275.72776002655
258,123796.56261575792,144441.20310932794
259,67218.208185926,112103.67092928952
260,246787.39060821338,129673.54007030207
261,106162.96511948181,113579.45405133991
262,136418.60799236174,150860.89484127203
263,79258.56613115079,16509.83112205157
264,50970.20574681203,143481.96106779482
265,76792.70546086167,42096.075998704466
266,112263.2941788877,127727.85344070589
267,161780.20165592426,70643.17520740836
268,16123.0337752737,165160.5515078546
269,152411.16646026302,167838.40964478848
270,6962.358381698038,139099.28983831283
271,45663.94351489614,139798.9090244775
272,101421.50447470832,86276.58415608444
273,185793.54829504373,116816.64054550276
274,107824.31484305726,89088.0108205273
275,98253.3965669418,95437.0713832893
276,155415.64506155427,106809.41158925078
277,25528.786802856666,34699.75586345875
278,98225.34390710063,39290.314615348165
279,132370.1740059725,136896.93152011133
280,251074.83974439674,182701.71311936647
281,131481.71240640708,69094.73620294544
282,119910.12565188874,50446.11154803282
283,163342.87911252797,154265.79022051502
284,200079.26985812376,36014.598105300465
285,197606.6514264516,120932.60975656204
286,174370.24855118152,47448.04266076645
287,49198.18121563041,146268.42748796244
288,195370.59905625446,51915.60076784933
289,232122.3730959026,38690.241261366806
290,125275.81039090206,30128.857102353595
291,336886.77116895147,224981.41072988012
292,202720.03618569762,159510.72934893848
293,102963.64546822749,144198.7402636897
294,138065.70970780545,91842.53479620782
295,58672.65814274006,137694.1735995352
296,163622.60028472904,65901.05921899022
297,230020.45415352384,89804.49985167597
298,128836.68514773992,122475.00063838314
299,87208.27382137075,105427.3660750454
300,49367.52104156179,152880.81032135175
301,152937.21984610334,171399.64134132434
302,86245.89577545316,133604.29230873776
303,147325.96533062076,239628.0821165089
304,39884.607636337234,164357.5463843519
305,179044.0997613194,283437.58740639803
306,118636.32197093347,69114.47436318261
307,128374.66074397259,112425.96784752152
308,166836.26241044461,187965.85042966926
309,131028.2301866652,117069.55682830748
310,45244.20068133725,117091.12924296112
311,83106.30833262947,202739.70006396435
312,65118.269358826925,233224.4370942657
313,150004.72476985367,135407.4101666474
314,168640.83209045883,90259.56925965115
315,82673.72760829817,123007.07221730903
316,210686.22506621998,118555.59376025359
317,48706.561099274244,189082.70662013756
318,60690.739514912166,109363.59108586432
319,109153.46329693646,157625.04565730185
320,83052.78157859505,134985.84701861642
321,258627.15764941406,88022.12456254302
322,110975.59196915949,28093.426486177046
323,187440.4891239047,25972.81612099967
324,186750.5735524837,156377.29990498227
325,68932.71821415606,272036.3351745111
326,116654.02654695518,218860.17344104164
327,128164.18257366514,159565.4801160763
328,24457.744932983707,167325.2433175035
329,95864.98590977947,120948.69822210365
330,104257.98279344922,181725.6638770782
331,132873.43518196407,74318.04477565491
332,76702.65275466423,211506.08462652453
333,167115.66723534098,72281.78534840717
334,28874.3513073188,128254.93875005847
335,161891.77522458785,83889.1384977801
336,65817.52557886462,164917.30538312948
337,172688.89342390414,138767.5187948851
338,55601.5702001108,107004.96732530143
339,197020.52882792315,107499.52077969095
340,228101.04838031912,179030.56732333763
341,184629.00560539478,69195.67723638534
342,16493.939740510214,65908.32924194993
343,116470.9472229215,109601.68783242235
344,103798.89052439915,73375.71504351641
345,258553.5330871248,141884.9530357928
346,48524.70708628515,160762.88944323422
347,179902.75820711826,318610.85521519696
348,231288.22077246377,95668.50620299864
349,165579.27519417807,162290.90714703928
350,146644.17299727397,55284.31021080412
351,111471.16455293908,67139.79454912792
352,37778.93639856729,18300.589919896236
353,24856.97171306828,240163.12215312468
354,91231.61711010836,59300.9271311775
355,92203.63230142782,73318.31809586928
356,138440.66541983458,33210.79783353414
357,94757.22931079731,175274.00826862696
358,62159.93628262928,126424.94794899023
359,82457.05907373276,48377.75671326604
360,279858.5522055283,105677.64880068289
361,140812.78902499125,54266.59843031384
362,207724.2316506491,161607.32325430433
363,60053.914240380655,79672.11246688553
364,97463.54116074221,191239.59631648965
365,91062.95541093478,235118.26392942612
366,200667.9023661924,153847.48515105504
367,213185.56239583992,119893.94526395288
368,293428.1906782935,32036.28430811589
369,104178.39782324077,112779.74920945911
370,90403.33659829127,164166.4337806789
371,127931.94528496313,146080.38176990818
372,168394.35990150488,12870.893593355051
373,66999.14492566019,294092.538975319
374,123459.92151085127,226194.2511869234
375,158756.3036156202,80890.2647758833
376,274699.16549446236,43081.23199727832
377,112205.62798892311,254843.5750011035
378,72187.45789146832,125362.09817866787
379,39950.03003650708,135595.61004549867
380,114343.54653634956,241371.77223154332
381,79791.73402903473,151272.70696781174
382,90735.15873458823,61936.453227050195
383,112630.50781033517,87138.82748891464
384,106221.20599317679,203710.4848811657
385,281619.29158888006,117655.8187945843
386,165922.19417177822,185916.27664617417
387,219427.06585105308,125674.48186191499
388,103199.52695800281,102894.53945285072
389,111830.89577928536,225043.26065216234
390,116030.15231379218,29644.831417755377
391,102752.46752762106,190799.33948513184
392,118525.64229134798,117917.98136235424
393,63175.35373818066,6717.054237005707
394,177692.03364238664,328662.3148467394
395,63842.371840066815,63681.00030187279
396,96132.40992111746,145162.22298914051
397,69046.61621098165,105763.31590814225
398,175429.0509092519,220429.95653175493
399,116686.88148138674,87553.10108877491
400,149210.93787592946,180306.16639705768
401,71268.79167622491,222979.43957064796
402,117726.46370112058,63438.426484497
403,287731.9981660528,123718.52639214158
404,91600.78001256155,234630.48034421448
405,203797.4592882041,142227.18919171568
406,79674.35885050216,269186.36288054625
407,95426.81326375515,49131.56236520211
408,70105.19091442152,113730.65861434968
409,87614.74363780995,100433.20182090203
410,80995.83935446739,66220.66831988851
411,122839.3271756104,64668.60907735536
412,49030.00176716197,98081.97396887536
413,108800.77614248979,95290.92518440474
414,95726.17388152152,173135.15307436738
415,252368.2088139235,60305.83772765003
416,79041.42846093544,141033.34810699156
417,76969.95845769877,173620.58882822545
418,370010.58405813755,43437.85919762681
419,79740.23893546556,145220.7614319413
420,47992.626308791274,133174.41619393034
421,90156.21765772151,163773.94889436977
422,3345.056860155418,103905.11233160518
423,104207.8443766793,131811.14867980973
424,90723.22522931645,107251.16443988636
425,177870.56131692772,79692.88038036083
426,224878.42882543197,85565.29392851905
427,289988.442088757,91632.5148036039
428,105620.10607034728,197684.88990830135
429,98003.44054504416,145340.48800717265
430,92738.59202166795,52496.55115633391
431,153731.77075740296,68977.45613827596
432,205088.6305254414,197332.7441746339
433,215500.6143148929,38938.29779962395
434,136884.11157560168,193332.44364508218
435,15294.439450708895,231829.8974539219
436,124525.35561827368,206906.59375212571
437,28174.114954949233,213873.3297119769
438,184756.05749884428,100467.90940440008
439,230771.08232933312,97650.151141248
440,187585.5960514148,161398.81229728766
441,23873.076437811207,316310.1385857602
442,175419.03029843437,17493.44913311354
443,146328.37193547084,284625.77896847954
444,134367.31866303988,42568.3135845507
445,62437.760565438904,144939.26897103444
446,103335.22856003375,18047.01149200338
447,191873.97842585054,38745.70153368482
448,106149.52927618758,341800.99814780883
449,202680.6017917006,70564.59783488003
450,193840.87056645253,55800.46476322187
451,442856.20502080413,25934.36316053615
452,120204.62631910946,108137.92822684113
453,196443.124984354,145575.40178128725
454,308678.01994697354,73998.87818504668
455,97135.74182349042,91474.68313301506
456,53112.494042628474,233709.60053452558
457,114675.74470167515,190925.5428768812
458,119289.37890003201,103115.46298442654
459,158583.55135242248,133002.7874270513
460,197220.54229536574,128945.27815796687
461,69119.34408197414,85373.87578710176
462,174896.56574213717,34919.0202248702
463,189963.52276282132,89093.0537167889
464,92463.72576940064,57044.00889506224
465,143433.74953863723,67594.49956674455
466,170845.56189111067,133083.29337425233
467,109041.01442930596,112637.49619546828
468,106902.37961955986,236090.29549115317
469,167542.8748036586,30140.57410549009
470,111128.14918627962,131262.39722710504
471,267267.39997626405,157756.61764880034
472,115196.18723636074,247924.37832866918
473,141961.5027125961,184217.79323061235
474,177268.99848111288,96588.66565589234
475,122917.89708351232,176188.44065363568
476,156465.0567200932,190937.7066444027
477,139066.86965234784,46755.3789618327
478,109442.74794767937,83354.19269296889
479,120681.32818160324,71109.70909710389
480,163045.82177889196,149770.15405971394
481,250942.4462343527,297816.72964236804
482,88928.8822474584,156770.74574842106
483,96240.61516169623,39097.54206151671
484,285349.0660930164,85711.74270132493
485,160049.05495124953,137675.67199419622
486,79123.95179968183,201537.12729920758
487,119525.40692343177,163917.62170579698
488,235256.99719617647,218073.45218035908
489,97696.2329553194,170533.6888671877
490,110375.45364711224,307024.5757958554
491,71130.75259736033,136171.5165685792
492,247662.51472827783,82952.67057598846
493,162573.05030562772,123096.49584433828
494,134881.59093376974,115428.93079021828
495,97841.1408243107,138379.7852359174
496,245240.77961020241,115918.96585530255
497,132695.89911974897,34036.670701311465
498,66680.09344894617,163383.1635478774
499,86460.93659427778,188756.80855714413
