,ttf0,fft0,ttf1,fft1,ttf2,fft2
263,183242.39264988652,154541.62241997034,274369.11969553004,55449.34725595403,439767.4775257465,101790.13863705989
264,183119.1311865887,106089.92372900591,302141.3884083618,199402.5494144718,168546.0466365297,16987.697826278858
265,165877.31431219119,113073.01491892186,274244.09763980634,137846.50867857563,294079.6998895937,277197.6502476603
266,76137.17151737509,40996.62775842481,141982.5118387516,120359.34961670614,440981.91285093036,108910.27711991567
267,55649.49772489973,25272.656114778896,178932.98214826034,54279.02823079251,443260.0743102371,27655.82288564001
268,321690.273073933,153469.23260239617,316047.30011075723,174671.3553797153,142765.89061999728,127202.98679695603
269,250465.5621195618,102575.82771942107,317305.22019526875,103713.99449901466,220020.67440569802,86660.23818073384
270,264883.4591254088,212419.92843922751,220295.66319161112,154951.63411464423,215072.16457313902,74459.84351035082
271,195711.90283764887,131822.25628988844,242886.5394335295,192503.93794938526,171108.37453883898,66842.13753191843
272,263238.01033981977,233936.86803025714,270821.2313654305,252342.9637735792,173417.0235557371,164317.78763906955
273,134821.77952172354,83203.2973645174,372254.259764059,60965.77574686214,213139.93103494402,78760.60044713643
274,304632.836436198,126991.93654007043,109738.56399129335,98479.16506481929,301292.189287626,72195.712490895
275,209894.78729027507,75577.4147129342,183165.60607965308,160450.34907150952,152899.91048002994,109217.40848338275
276,210147.2266441889,169324.91536901446,272845.5506920456,175934.3336452888,250813.50458112365,46412.502589616015
277,171491.13071908196,146691.23715102428,130398.91228606916,120445.9032571932,438343.0900128402,204492.38010632579
