,ttf,fft
180,235853.25947209581,194541.66217574666
181,284371.4690000479,219415.76179601278
182,154885.53751072253,122720.97924597084
183,343129.3101171493,317111.0659383392
184,132730.99053186667,89695.13684175712
185,307669.6344726152,114043.2828419947
186,266230.29998699366,193036.0462003435
187,306556.85084287694,134010.42779070867
188,200112.8876262764,47405.563188131586
189,219974.90330007038,132665.4596544075
190,258378.4652268232,100571.31408073637
191,457937.8290968863,425873.85368907836
192,278661.06239143317,188491.91329661364
193,164083.25275176662,40365.2202118067
194,197897.91054666656,180954.831843115
195,303868.49064375553,298716.85933118797
196,360159.2211294217,178063.24411554978
197,303052.1735196733,86626.35353173975
198,192935.6774450671,67404.92937306238
199,380557.73097815365,143347.47693185078
200,200075.74582457618,61484.21760427984
201,124133.63698779917,69208.14510548905
202,201329.98778241832,160234.80498695356
203,314079.11037928134,134989.7083137011
204,280765.8386421929,108051.88145320714
205,252261.35221910625,170272.64966509293
206,397472.35857320915,104120.63462818705
207,94095.42933071274,33494.69910000124
208,136281.08358355088,67055.73798533453
209,235116.92890364793,167044.50019939028
210,276446.48646308633,218488.49129178794
211,320552.9648554496,188526.8837311826
212,220865.04873795735,29600.266224103103
213,212972.7820298071,181030.29266723682
214,273047.74226505036,127168.8864787263
215,166841.87240330514,159471.170930709
216,174908.78066694236,164681.10076211134
217,125379.9742509456,115014.22658812175
218,304807.03360606765,141881.52132483094
219,202630.27311070546,198452.63478069913
220,267011.72275635524,201924.62551860104
221,432974.6244723465,232984.388448387
222,124242.03667760712,56601.105589184575
223,289189.6765867474,58684.04685086089
224,198592.99035475258,159470.95369610615
225,192925.94343499752,165052.49415966842
226,250103.04254327147,196714.24609602266
227,145661.01266656793,48940.70086601862
228,102565.30783812595,89977.41967501234
229,297189.12864446535,239617.166757434
230,319622.28963568166,290906.0960963908
231,104614.17915882505,21785.51515071166
232,264312.55420020485,81959.42631293867
233,166221.1087956087,126820.59241406598
234,315541.56228265655,183373.83345140633
235,69512.22907745946,35260.93735329855
236,261299.89113636853,60209.07413074248
237,289478.5845511366,77243.0600451268
238,322630.4251081516,97922.28988434313
239,152953.18544782404,57141.859820155405
240,401419.30181228917,193383.62279149937
241,225657.457616219,179367.24122001886
242,274960.64826904575,224141.73450571366
243,280696.80247589387,228718.60388787038
244,202994.8099053711,104496.08162933732
245,257515.5528603494,126028.41722844218
246,125051.35323699558,65685.90582341769
247,101100.14869963472,79484.67133342581
248,161932.81996576826,130791.00382760863
249,401775.98681553017,196198.18778998617
250,191149.28995055918,158405.1790411384
251,265732.86796480266,89681.71280530797
252,331780.4545186831,238570.3786041649
253,223449.3290022631,160939.53164720876
254,197707.39288367593,71731.14360799723
255,172715.6193516712,55872.43131914453
256,345179.56931482983,202997.09342800628
257,143405.17619772715,96437.92390439015
258,229621.42777059783,155414.73059479834
259,248293.21902664896,184372.94764236783
260,367116.6837584824,228740.23416717976
261,545485.9094661775,258091.1196554875
262,329267.00142347993,48125.57460525266
263,317040.9403384073,203876.9599993815
264,204394.2555414467,201691.50921581412
265,113107.18165792475,24865.46412114658
266,260250.22860922804,69976.3393783477
267,198633.36365769955,109220.44147375874
268,197332.8386324591,93892.81932438449
269,301476.99205429666,106902.79201921118
270,269102.5006798032,104263.83250844823
271,289116.0464987118,150964.1432943755
272,206490.68868617385,50451.14911097893
273,197016.9249709719,146868.18053544796
274,238762.71593846782,69685.20914592162
275,227285.74948324572,102623.62593288827
276,121460.6874892292,45550.34771849777
277,82491.68058406647,61010.00854577295
278,326683.21957072034,163500.2872516336
279,296509.09823158477,117260.90692371018
280,327902.19496097707,191418.8347468417
281,242942.14670587337,129103.65908998536
282,125218.27229511086,116140.91000024363
283,229639.7962274716,137572.40697908826
284,106611.3118180315,90264.1643858835
285,292193.95984711254,246380.01580436283
286,156213.5164651643,81820.31338219663
287,148732.14990046044,133933.50867477205
288,361471.31715657195,305464.48874933616
289,198433.04471868437,128545.08305676485
290,324547.81847370096,175803.80081927634
291,470556.303202478,90234.53942628259
292,344770.8149968383,55662.80347229074
293,315164.7989270529,156231.69810307483
294,113810.74518070823,83547.61838553008
295,83484.88031927448,5188.863671845811
296,329566.15277610836,169130.89709493367
297,198488.72733257193,178714.22140637512
298,178755.60190609086,124598.92136663878
299,261204.80626144845,170868.59755423194
300,133064.98898630444,131849.96531401097
301,28531.682290007986,11965.843567820693
302,135375.17380004984,111652.73876455253
303,177176.47880460758,115540.98607359733
304,154064.704067969,106120.77108454764
305,281880.024345012,240015.42155859675
306,128830.11528140576,126889.3429042928
307,194220.8624804648,46061.80167363903
308,301480.5965028028,152797.08389812626
309,211141.26869841054,130505.77212587038
310,126873.38777425523,13840.53321359845
311,231045.86020456057,175849.5590768415
312,309916.1806472634,213544.51992230304
313,233211.0075365664,61897.122791185975
314,153527.2379009765,52338.923943145506
315,214874.71623460262,104311.88304468559
316,167378.0908092915,143751.1958267059
317,273133.4902167313,221489.058086045
318,213358.1196164599,157941.67102548364
319,240216.32409799122,231484.5829824689
320,263989.2174938099,71274.43285521469
321,326830.225203803,224600.17693391227
322,175201.23678433793,90494.12702561835
323,150208.90207490846,149987.5851026893
324,142809.95302004,81846.29497909828
325,246061.85960377223,147174.6677228523
326,278298.22419010405,202129.62526941847
327,197031.74312091398,125264.9793126079
328,216941.33988936825,182269.6148474163
329,190614.07458552404,22418.248764100936
330,155036.142439673,65724.88052626951
331,223444.17500671025,205540.96054905193
332,353646.3461987982,74248.80403240205
333,187786.33268840273,125059.33697143641
334,167165.03422616242,51308.6193309932
335,135951.31553844645,63490.30842517448
336,202637.2383649925,97667.75974380839
337,103589.24610225929,85795.63274159534
338,324807.0876754037,237694.88817165044
339,141110.07078841448,110931.29751525259
340,186430.33115907366,41754.396685110805
341,208636.5732773734,67123.46173665069
342,346777.98901891604,83953.00637443634
343,171921.46751525986,102834.5209554017
344,246360.47661938742,137055.6928304018
345,137061.7088233833,108303.24146330004
346,179950.34277416114,133969.8243405197
347,115992.77274590838,91106.8588433857
348,59307.82409412453,47881.23581124508
349,361102.6553125842,144170.47087891985
350,348158.06120590214,48772.363958248054
351,214786.5807540228,105473.30450160718
352,249221.63424434856,79548.52333039946
353,228703.35351014993,106665.87363944638
354,162507.78956083563,56620.454923809135
355,256910.5308678285,231875.16362234877
356,193336.90889364452,140228.4074147298
357,197844.70022282063,185182.03699985665
358,273800.53411157406,212963.16362879553
359,56334.477053828814,51358.51653261833
360,236581.46284528854,163132.45882995296
361,219357.63866411557,103448.52731101903
362,225606.0769557248,129624.85101395311
363,249437.90520550223,244058.9552476076
364,339522.7458312064,46877.81328015851
365,217743.2725024777,56902.1141427436
366,304605.5106921109,173795.95447755101
367,220802.60287293713,204038.84652252344
368,171369.43540608918,152920.3741181816
369,312551.5354825243,255167.12306711078
370,212129.92997987435,141265.87304957397
371,229334.17991233355,129816.4624248822
372,279187.33648960607,254108.72103460974
373,157401.91783607067,120297.90469808238
374,301046.0416433226,66866.71021342899
375,133411.79065557208,98623.5358764985
376,213698.9438946371,131214.9653972982
377,199066.18868541898,49199.66924495267
378,316442.3682967966,231615.84804681895
379,145308.69474681094,77416.83808510796
380,214576.33500946246,7360.5088521116195
381,148290.6529631065,110298.53428246523
382,214832.6868137155,143267.8414934715
383,188051.61822695736,165232.17397830563
384,35572.14210381916,32230.194856614642
385,232002.37048850645,216743.50409123793
386,295068.3936120346,195151.91041994357
387,363540.3465319913,88647.7148944452
388,239438.87096862373,169478.84755319747
389,162405.8835915132,72029.22005280116
390,231069.50978687446,118920.8031590353
391,198497.8710940762,110960.84850330371
392,272560.6114129692,69185.59731924986
393,152421.61031283333,104056.90629821246
394,302415.52558710665,138122.4210969974
395,182605.76734874217,128632.64656538492
396,112143.63895867173,79274.88323142321
397,158054.75692892805,35378.099400732324
398,450034.0876694108,307398.2410629464
399,270510.570879702,114582.42023533395
400,180495.07170295058,32266.43234136302
401,217075.89207352907,35034.56769298981
402,285073.6590451194,58165.77693136684
403,284184.7433112572,47957.45343937832
404,296619.32012333896,232408.8107884455
405,131584.95927995013,89094.89852868835
406,120722.50681863274,106278.73788235283
407,368725.6641814294,49217.14224151738
408,123981.10858287849,56832.5316564869
409,269040.35855365446,213655.33847257018
410,206868.23638919706,85538.4148643282
411,295371.81214811525,171696.082650418
412,132646.7619398484,106797.37271815407
413,230096.60998797213,62385.251338557675
414,154766.91680818622,97836.02679779362
415,293720.57570477464,72224.54087803389
416,90444.1255506366,89442.73783337053
417,250881.40357457256,103445.30418326243
418,102907.16348785562,78486.68222210833
419,244242.44259832555,109395.5008517297
420,119456.23992261881,23741.336356819284
421,202840.7669142653,165203.88289589828
422,288980.3139341923,184665.33173603762
423,398568.39215110306,78638.48165747122
424,355466.2560375215,115320.3764931524
425,202332.96338589644,201883.16643678796
426,127363.92776154295,92347.07919246367
427,183020.8860007389,96618.24951198386
428,251916.0262689143,193772.54137027828
429,282832.9648949917,282614.08371973445
430,127470.99597570172,89637.80893739576
431,212714.38500272733,97274.86256931166
432,198067.7773821137,92807.6227230941
433,419904.0267717649,181342.90580919132
434,219447.6721302815,121205.6489745595
435,136092.59131676715,87103.92870670282
436,187583.67794444368,84489.7518689352
437,231370.88233337214,96562.15758323233
438,233217.41917487516,158014.145629957
439,134372.54847923387,95722.00175285454
440,357745.61277373694,187128.72625269394
441,277006.7229444431,60635.06505149659
442,215803.0922483402,204887.17069177824
443,268242.3855659375,174039.62969428778
444,143046.68783714966,18140.618612775754
445,325143.6640404916,66641.7508298428
446,228952.8699962059,191876.5257735843
447,217497.90039821758,171826.0618982973
448,301822.05791670684,108810.76596065292
449,111240.33234833134,75747.23700971897
450,206573.78862333053,44039.51660623266
451,557075.3097201132,46332.787864449776
452,170627.76512208456,152675.85680361855
453,187051.29464104777,48100.98825827934
454,233973.50971675158,174061.34770770272
455,233879.75484929566,83587.85305211677
456,283960.14487197367,152278.44453454672
457,381501.96005015133,113901.29311973418
458,312171.94825953705,212331.8779312333
459,79882.2621646241,75910.53781472814
460,236071.981602224,196816.3546863033
461,199040.74989479565,178990.6645963142
462,442601.9663511578,258323.4001811407
463,260026.3597904199,145707.0292658282
464,241264.30931661316,184628.82091889525
465,225808.6411446039,107235.3150364426
466,247918.81847260502,86690.82773377422
467,293952.76512416964,58934.33284571585
468,348569.4226280458,139461.17595106224
469,372177.9290966205,31519.619832445904
470,164809.25630508154,133775.89665396124
471,366325.3703778294,182631.23294301788
472,307505.35555106925,271914.683483151
473,183764.7134366521,133448.6986068074
474,375526.7944286194,307891.12002140546
475,148209.56654185668,110139.81424611097
476,280889.8737349757,204897.01209631687
477,277021.8562953946,110800.39663110077
478,244467.04959422306,220373.08394144863
479,94210.61285986053,37291.76897712751
480,133279.38817756,88538.54786714754
481,253757.18216934346,252344.40714624568
482,257114.93371519292,153987.86013695927
483,165748.49377712846,82713.14267301983
484,218701.93445117454,179300.967081107
485,315801.7994351267,308355.13955167064
486,386177.23068222404,61194.786980930614
487,200357.50775540495,182304.18907422936
488,363725.20939700725,164988.62827104854
489,83123.75907713862,36414.410346200064
490,69586.41896933745,55638.57281546309
491,391851.59854519565,233776.95270064828
492,311514.3617075218,30945.427127587223
493,238195.11695175982,47064.13490359686
494,181389.9291743967,123824.06644954142
495,243516.0023949926,77964.29042168794
496,88934.31321206989,16341.124258078546
497,229468.3835290492,227928.82862157116
498,286219.2298981044,97010.10365027662
499,328146.78907957533,152358.94077849074
